year,lat,lon,ID,dates,surf_temp,bot_temp,surf_salinity,bot_salinity,avg_depth,region
2023,39.0235,-73.294333,202304017400040014,2023-09-10,24.62,9.93,31.693,33.049,70.0,northeast
2023,38.8405,-73.203333,202304017400020015,2023-09-10,25.49,10.0,31.953,33.35,81.0,northeast
2023,38.844167,-72.988167,202304017500020016,2023-09-10,24.92,14.05,33.659,35.459,118.0,northeast
2023,38.851833,-72.934,202304017600040017,2023-09-10,25.47,13.28,33.237,35.6,192.0,northeast
2023,38.852333,-72.933667,202304017600010018,2023-09-10,25.47,13.28,33.237,35.6,190.0,northeast
2023,38.761,-73.037833,202304017600020019,2023-09-11,24.76,9.87,33.24,35.281,227.0,northeast
2023,38.801833,-73.163833,202304017400030020,2023-09-11,24.76,10.24,32.23,33.46,84.0,northeast
2023,38.621167,-73.4065,202304017400050021,2023-09-11,25.11,10.66,32.096,33.687,82.0,northeast
2023,38.627833,-73.2815,202304017400010022,2023-09-11,25.57,11.48,32.715,34.088,108.0,northeast
2023,38.5935,-73.274,202304017500030023,2023-09-11,26.24,14.2,33.438,35.42,122.0,northeast
2023,38.537167,-73.2535,202304017600030024,2023-09-11,26.8,11.15,34.087,35.429,228.0,northeast
2023,38.517333,-73.338667,202304017500010025,2023-09-11,26.47,13.87,34.017,35.626,119.0,northeast
2023,38.414667,-73.433,202304017100020026,2023-09-11,26.38,14.12,33.932,35.714,115.0,northeast
2023,38.347333,-73.598833,202304017100010027,2023-09-11,25.46,13.8,33.006,35.419,140.0,northeast
2023,38.293333,-73.618,202304017200010028,2023-09-11,25.99,12.33,33.815,35.568,200.0,northeast
2023,38.386667,-73.686,202304017000050029,2023-09-12,25.63,12.95,31.848,34.836,107.0,northeast
2023,38.2815,-73.760167,202304017000020030,2023-09-12,25.26,13.49,32.514,35.33,112.0,northeast
2023,38.320333,-73.955,202304017000040031,2023-09-12,25.18,10.04,32.071,33.209,66.0,northeast
2023,38.525833,-73.961,202304016900040032,2023-09-12,24.79,10.35,32.177,32.948,54.0,northeast
2023,38.832667,-73.894,202304017300030033,2023-09-12,25.49,10.83,31.268,32.756,44.0,northeast
2023,38.787,-74.125667,202304016900030034,2023-09-12,25.97,12.01,31.202,32.56,47.0,northeast
2023,38.449333,-74.0555,202304016900010035,2023-09-12,26.92,10.15,31.891,32.97,59.0,northeast
2023,38.3755,-74.238333,202304016900050036,2023-09-12,26.01,10.48,31.47,32.911,55.0,northeast
2023,38.242,-74.227167,202304016900070037,2023-09-12,24.02,10.74,32.222,32.874,54.0,northeast
2023,37.995,-74.7375,202304016900060038,2023-09-12,25.62,16.58,31.212,32.231,35.0,northeast
2023,37.924167,-74.583,202304016900020039,2023-09-13,25.63,12.74,31.208,32.627,48.0,northeast
2023,37.924,-74.3525,202304017000030040,2023-09-13,25.6,10.26,31.406,33.0,67.0,northeast
2023,37.920167,-74.114833,202304017100030041,2023-09-13,25.31,12.41,31.494,34.656,121.0,northeast
2023,37.632,-74.238333,202304017200020042,2023-09-13,,,,,280.0,northeast
2023,37.600833,-74.271167,202304017200030043,2023-09-13,27.88,9.69,34.924,35.277,231.0,northeast
2023,37.57,-74.367,202304016600030044,2023-09-13,26.64,13.35,33.666,35.059,102.0,northeast
2023,37.580167,-74.445167,202304016600010045,2023-09-13,26.69,10.32,33.71,33.427,81.0,northeast
2023,37.703,-74.596833,202304017000010046,2023-09-13,25.44,11.22,31.824,32.879,60.0,northeast
2023,37.6925,-74.903333,202304016500080047,2023-09-13,25.78,21.06,31.508,33.114,29.0,northeast
2023,37.689333,-74.907167,202304016500040048,2023-09-13,25.78,21.06,31.508,33.114,29.0,northeast
2023,37.331167,-75.1235,202304016500020049,2023-09-13,25.74,15.98,31.808,32.437,28.0,northeast
2023,37.266667,-75.261833,202304016500060050,2023-09-14,25.74,17.74,31.767,32.256,30.0,northeast
2023,37.243,-75.490667,202304016500030051,2023-09-14,25.54,19.28,30.339,32.2,23.0,northeast
2023,36.780167,-75.661167,202304033800020052,2023-09-14,25.6,22.75,31.025,31.783,22.0,northeast
2023,36.851,-75.754833,202304033800030053,2023-09-16,24.49,24.05,30.602,30.883,18.0,northeast
2023,37.080667,-75.305,202304016500050054,2023-09-16,24.18,20.21,31.628,32.103,33.0,northeast
2023,37.081833,-75.225,202304016500010055,2023-09-16,24.35,20.69,32.018,32.108,34.0,northeast
2023,36.9865,-74.9165,202304016500070056,2023-09-16,23.94,14.31,32.125,32.657,48.0,northeast
2023,37.0865,-74.763333,202304016700020057,2023-09-16,,,,,122.0,northeast
2023,37.203667,-74.522167,202304016800020058,2023-09-17,25.5,10.68,34.424,35.366,240.0,northeast
2023,36.991833,-74.617167,202304016800030059,2023-09-17,,,,,309.0,northeast
2023,36.870333,-74.651667,202304016700030060,2023-09-17,23.73,13.16,33.309,34.742,126.0,northeast
2023,36.766167,-74.668833,202304016700010061,2023-09-17,,,,,117.0,northeast
2023,36.751167,-74.758833,202304016600020062,2023-09-17,23.97,11.62,33.004,32.857,73.0,northeast
2023,36.521833,-74.741,202304016800010063,2023-09-17,23.9,12.14,32.258,35.551,203.0,northeast
2023,36.494667,-74.777667,202304016200020064,2023-09-17,23.66,11.11,32.283,33.101,91.0,northeast
2023,36.499667,-74.894667,202304016100050065,2023-09-17,24.5,15.15,31.754,32.658,34.0,northeast
2023,36.370167,-75.236667,202304016100020066,2023-09-17,24.7,20.63,31.923,32.276,32.0,northeast
2023,36.367167,-74.994,202304016100010067,2023-09-17,24.16,18.85,32.033,32.726,42.0,northeast
2023,36.343833,-74.8555,202304016200010068,2023-09-18,24.14,11.67,31.711,33.021,75.0,northeast
2023,36.3195,-74.784833,202304016400010069,2023-09-18,24.1,14.66,31.754,35.893,188.0,northeast
